address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE
847 COLLEGE ST,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6541200075,-79.4231656936
847 JANE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.67655929,-79.49415453
848 BLOOR ST W,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6625742688,-79.4241595389
848 KING ST W,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6430159775,-79.4084632405
848 MARKHAM RD,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.767561283999996,-79.228933475
848 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6250645877,-79.5094832693
848 YONGE ST,1,2,0,0,0,0,0,1,2,0,0,0,0,3,0.5,2,0.25,0,43.671722646599996,-79.38759013319999
849 ALBION RD,1,2,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.7345073511,-79.5601006313
849 BLOOR ST W,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6622135912,-79.42370444779999
849 COLLEGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6541105871,-79.4232331374
849 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.3333333333333333,1,0.3333333333333333,0,43.651540000000004,-79.409775
85 BLOOR ST E,0,0,0,1,1,0,1,0,0,1,0,1,1,3,0.5,1,0.5,0,43.670487193,-79.38457384659999
85 CARL HALL RD,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7481131,-79.4746306
85 DANFORTH AVE,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.67596710220001,-79.3588926992
85 ELLESMERE RD,4,9,9,10,10,7,2,7,0,1,0,5,5,18,3.0,10,0.3,1,43.7570957543,-79.3124106259
85 FRONT ST E,1,1,1,0,1,0,1,0,0,1,1,1,1,4,0.6666666666666666,1,0.6666666666666666,0,43.6487496214,-79.3723436828
85 GRENVILLE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.661062998599995,-79.3873916357
85 HANNA AVE,2,2,2,2,3,3,3,0,0,0,1,0,0,1,0.16666666666666666,3,0.05555555555555555,1,43.64007,-79.41982
85 JONESVILLE CRES,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7239655368,-79.3091127859
85 KINCORT ST,1,1,0,0,1,1,1,0,1,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.700214219399996,-79.46860554439999
85 LAIRD DR,2,8,8,8,8,7,7,6,0,0,0,1,2,9,1.5,8,0.1875,1,43.7062255704,-79.36100584340001
85 PORTLAND ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6441734257,-79.39976509659999
85 THORNCLIFFE PARK DR,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7071294655,-79.3417264184
850 ADELAIDE ST W,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.643674789399995,-79.41178022439999
850 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.662501262700005,-79.4242042595
850 BROWNS LINE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.609684881199996,-79.54919476239999
850 CARLAW AVE,1,0,1,1,1,1,0,1,1,0,0,0,1,3,0.5,1,0.5,0,43.680510626499995,-79.3483721251
850 COXWELL AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.690987721099994,-79.3279026308
850 DUNDAS ST W,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.65171695340001,-79.4103854649
850 ELLESMERE RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7660000857,-79.2836728205
850 KING ST W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6429561042,-79.4084939209
850 MARKHAM RD,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.7676,-79.22898599999999
850 MILLWOOD RD,0,1,1,0,0,1,1,1,0,1,0,1,0,3,0.5,1,0.5,0,43.7046224416,-79.3665524185
851 MILNER AVE,1,0,2,2,2,2,2,1,2,0,0,0,0,3,0.5,2,0.25,0,43.8000589342,-79.1975593928
851 ST CLAIR AVE W,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.680112370699995,-79.43229979649999
852 DUNDAS ST W,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6515972572,-79.4104074291
852 EGLINTON AVE E,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7136301861,-79.3655970408
852 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.70113810189999,-79.4259422111
852 MAGNETIC DR,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7838816,-79.47628060000002
852 MARKHAM RD,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.767776,-79.22845500000001
852 MILLWOOD RD,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.704440999999996,-79.36649799999999
852 PAPE AVE,1,2,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.683869926199996,-79.34702568979999
852 WILSON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.730688970900005,-79.46778030760001
853 COLLEGE ST,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6540676364,-79.4233573068
853 JANE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.676787333,-79.494198155
853 KIPLING AVE,2,2,2,1,1,1,0,0,0,1,0,0,1,2,0.3333333333333333,2,0.16666666666666666,0,43.6339812156,-79.53175924439999
853 MILNER AVE,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.8001436044,-79.19848507479999
853 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.624733,-79.50976999999999
854 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66670117939999,-79.4120351354
854 BLOOR ST W,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.662545593000004,-79.4242965093
854 MILLWOOD RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7046249696,-79.3664029349
854 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6250400146,-79.509743427
855 ALNESS ST,1,1,1,1,1,1,0,0,0,2,0,0,1,3,0.5,1,0.5,0,43.7789668635,-79.475036805
855 BROADVIEW AVE,1,2,2,1,2,1,1,1,0,1,1,1,2,6,1.0,2,0.5,0,43.679603778,-79.3578596732
855 JANE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.67642,-79.49579
855 MILNER AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.799952868999995,-79.19836651899999
855 OCONNOR DR,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7067367783,-79.3115313075
855 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6247,-79.50992
855 WILSON AVE,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.730802788199995,-79.4651632778
856 BLOOR ST W,1,0,0,0,0,1,1,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6624699492,-79.4243275323
856 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.654232,-79.42348
856 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.71364627770001,-79.3654711141
856 KINGSTON RD,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6804190854,-79.29114385300001
856 SHEPPARD AVE W,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7527647434,-79.45289193939999
857 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6622011113,-79.4241332931
857 WILSON AVE,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.730785610299996,-79.4652400133
858 BLOOR ST W,1,2,1,1,1,0,1,1,1,0,0,1,1,4,0.6666666666666666,2,0.3333333333333333,0,43.662452670600004,-79.4244259262
858 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.65419,-79.42367
858 EASTERN AVE,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.662284200600006,-79.3270843844
859 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6620148338,-79.4244833506
859 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.65406869939999,-79.42348773100001
859 QUEEN ST W,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.645695924799995,-79.4104476872
859 WILSON AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7307684413,-79.46531676149999
86 BLAKE ST,0,1,1,1,1,1,2,1,0,0,0,0,1,2,0.3333333333333333,2,0.16666666666666666,0,43.675033897,-79.339926796
86 DUNDAS ST E,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6565507788,-79.3780041723
86 GERRARD ST E,0,0,1,1,2,1,1,0,1,0,1,1,2,5,0.8333333333333334,2,0.4166666666666667,0,43.6602676031,-79.3779107813
86 GUIDED CRT,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7542061381,-79.6097960866
86 KINGSTON RD,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.669626970799996,-79.311692815
86 LOMBARD ST,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.652306930200005,-79.3739609867
860 BLOOR ST W,1,1,1,1,2,1,1,0,0,0,1,1,0,2,0.3333333333333333,2,0.16666666666666666,0,43.662437295699995,-79.42447839270001
860 COLLEGE ST,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6544660667,-79.4238571554
860 MARKHAM RD,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.767807094,-79.228970272
860 RICHMOND ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.64468001109999,-79.4122522767
860 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.624878,-79.50994
860 YORK MILLS RD,4,3,3,4,4,3,3,1,0,1,0,3,0,5,0.8333333333333334,4,0.20833333333333334,1,43.7551187296,-79.3515232326
861 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.679696609,-79.339747927
861 QUEEN ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6457152099,-79.4104918907
861 WILSON AVE,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.730734531,-79.465417705
861 YORK MILLS RD,9,10,10,10,9,8,9,1,0,0,3,3,1,8,1.3333333333333333,10,0.13333333333333333,1,43.7543110899,-79.3512297676
